player_id,player_name,position,age,season,team,fantasy_points_ppr,fantasy_points_standard
00-0031387,Eric Ebron,TE,24,2017,DET,129,76
00-0031387,Eric Ebron,TE,25,2018,IND,10,5
00-0031387,Eric Ebron,TE,25,2018,IND,217,151
00-0031387,Eric Ebron,TE,26,2019,IND,80,50
00-0031387,Eric Ebron,TE,27,2020,PIT,17,10
00-0031387,Eric Ebron,TE,27,2020,PIT,137,81
00-0031387,Eric Ebron,TE,28,2021,PIT,32,20
00-0033576,Eric Saubert,TE,24,2018,ATL,10,5
00-0033576,Eric Saubert,TE,25,2019,CHI,4,2
00-0033576,Eric Saubert,TE,26,2020,JAX,1,-1
00-0033576,Eric Saubert,TE,27,2021,DEN,17,9
00-0033576,Eric Saubert,TE,28,2022,DEN,34,19
00-0033576,Eric Saubert,TE,29,2023,HOU,3,1
00-0033576,Eric Saubert,TE,30,2024,SF,25,14
00-0031690,Eric Tomlinson,TE,25,2017,NYJ,24,16
00-0031690,Eric Tomlinson,TE,26,2018,NYJ,13,5
00-0031690,Eric Tomlinson,TE,30,2022,DEN,29,20
00-0031690,Eric Tomlinson,TE,32,2024,LAC,3,1
00-0039814,Erick All,TE,24,2024,CIN,36,16
00-0033881,Evan Engram,TE,23,2017,NYG,166,102
00-0033881,Evan Engram,TE,24,2018,NYG,124,79
00-0033881,Evan Engram,TE,25,2019,NYG,109,65
00-0033881,Evan Engram,TE,26,2020,NYG,128,65
00-0033881,Evan Engram,TE,27,2021,NYG,98,52
00-0033881,Evan Engram,TE,28,2022,JAX,8,3
00-0033881,Evan Engram,TE,28,2022,JAX,175,102
00-0033881,Evan Engram,TE,29,2023,JAX,222,108
00-0033881,Evan Engram,TE,30,2024,JAX,86,40
00-0034981,Foster Moreau,TE,22,2019,LV,66,45
00-0034981,Foster Moreau,TE,23,2020,LV,33,26
00-0034981,Foster Moreau,TE,24,2021,LV,81,51
00-0034981,Foster Moreau,TE,25,2022,LV,80,47
00-0034981,Foster Moreau,TE,26,2023,NO,42,23
00-0034981,Foster Moreau,TE,27,2024,NO,101,69
00-0026188,Fred Davis,TE,26,2012,WAS,53,29
00-0026188,Fred Davis,TE,27,2013,WAS,20,13
00-0027718,Garrett Graham,TE,26,2012,HOU,3,1
00-0027718,Garrett Graham,TE,26,2012,HOU,72,44
00-0027718,Garrett Graham,TE,27,2013,HOU,122,74
00-0027718,Garrett Graham,TE,28,2014,HOU,44,26
00-0027718,Garrett Graham,TE,29,2015,HOU,11,7
00-0033095,Garrett Griffin,TE,23,2017,NO,1,0
00-0033095,Garrett Griffin,TE,27,2021,NO,8,4
00-0026281,Gary Barnidge,TE,27,2012,CAR,20,14
00-0026281,Gary Barnidge,TE,28,2013,CLE,38,25
00-0026281,Gary Barnidge,TE,29,2014,CLE,27,14
00-0026281,Gary Barnidge,TE,30,2015,CLE,231,152
00-0026281,Gary Barnidge,TE,31,2016,CLE,126,71
00-0030544,Gavin Escobar,TE,22,2013,DAL,32,23
00-0030544,Gavin Escobar,TE,23,2014,DAL,0,0
00-0030544,Gavin Escobar,TE,23,2014,DAL,44,34
00-0030544,Gavin Escobar,TE,24,2015,DAL,17,9
00-0030544,Gavin Escobar,TE,25,2016,DAL,11,7
00-0032141,Geoff Swaim,TE,22,2015,DAL,1,0
00-0032141,Geoff Swaim,TE,23,2016,DAL,13,7
00-0032141,Geoff Swaim,TE,24,2017,DAL,4,2
00-0032141,Geoff Swaim,TE,25,2018,DAL,56,30
00-0032141,Geoff Swaim,TE,26,2019,JAX,20,6
00-0032141,Geoff Swaim,TE,27,2020,TEN,23,14
00-0032141,Geoff Swaim,TE,28,2021,TEN,70,39
00-0032141,Geoff Swaim,TE,29,2022,TEN,24,12
00-0032141,Geoff Swaim,TE,30,2023,ARI,19,9
00-0033288,George Kittle,TE,24,2017,SF,102,60
00-0033288,George Kittle,TE,25,2018,SF,251,163
00-0033288,George Kittle,TE,26,2019,SF,15,7
00-0033288,George Kittle,TE,26,2019,SF,196,117
00-0033288,George Kittle,TE,27,2020,SF,54,32
00-0033288,George Kittle,TE,28,2021,SF,19,13
00-0033288,George Kittle,TE,28,2021,SF,150,90
00-0033288,George Kittle,TE,29,2022,SF,21,13
00-0033288,George Kittle,TE,29,2022,SF,196,136
00-0033288,George Kittle,TE,30,2023,SF,25,17
00-0033288,George Kittle,TE,30,2023,SF,199,134
00-0033288,George Kittle,TE,31,2024,SF,177,116
00-0033895,Gerald Everett,TE,23,2017,LA,49,33
00-0033895,Gerald Everett,TE,24,2018,LA,7,5
00-0033895,Gerald Everett,TE,24,2018,LA,83,50
00-0033895,Gerald Everett,TE,25,2019,LA,86,49
00-0033895,Gerald Everett,TE,26,2020,LA,0,0
00-0033895,Gerald Everett,TE,26,2020,LA,90,49
00-0033895,Gerald Everett,TE,27,2021,SEA,108,62
00-0033895,Gerald Everett,TE,28,2022,LAC,134,76
00-0033895,Gerald Everett,TE,29,2023,LAC,109,58
00-0033895,Gerald Everett,TE,30,2024,CHI,12,4
00-0037086,Grant Calcaterra,TE,24,2022,PHI,13,8
00-0037086,Grant Calcaterra,TE,25,2023,PHI,8,4
00-0037086,Grant Calcaterra,TE,26,2024,PHI,60,36
00-0037252,Greg Dulcich,TE,22,2022,DEN,59,34
00-0037252,Greg Dulcich,TE,23,2023,DEN,4,2
00-0037252,Greg Dulcich,TE,24,2024,DEN,8,3
00-0025418,Greg Olsen,TE,27,2012,CAR,179,110
00-0025418,Greg Olsen,TE,28,2013,CAR,8,4
00-0025418,Greg Olsen,TE,28,2013,CAR,191,118
00-0025418,Greg Olsen,TE,29,2014,CAR,16,10
00-0025418,Greg Olsen,TE,29,2014,CAR,217,133
00-0025418,Greg Olsen,TE,30,2015,CAR,45,29
00-0025418,Greg Olsen,TE,30,2015,CAR,224,147
00-0025418,Greg Olsen,TE,31,2016,CAR,197,117
00-0025418,Greg Olsen,TE,32,2017,CAR,38,22
00-0025418,Greg Olsen,TE,33,2018,CAR,71,48
00-0025418,Greg Olsen,TE,34,2019,CAR,114,64
00-0025418,Greg Olsen,TE,35,2020,SEA,47,24
00-0032508,Hakeem Valles,TE,24,2016,ARI,0,0
00-0032508,Hakeem Valles,TE,26,2018,DET,3,1
00-0035025,Hale Hentges,TE,23,2019,WAS,24,16
00-0036232,Harrison Bryant,TE,22,2020,CLE,56,32
00-0036232,Harrison Bryant,TE,23,2021,CLE,58,37
00-0036232,Harrison Bryant,TE,24,2022,CLE,62,31
00-0036232,Harrison Bryant,TE,25,2023,CLE,35,22
00-0036232,Harrison Bryant,TE,26,2024,LV,11,4
00-0034830,Hayden Hurst,TE,25,2018,BAL,35,22
00-0034830,Hayden Hurst,TE,26,2019,BAL,15,11
00-0034830,Hayden Hurst,TE,26,2019,BAL,77,47
00-0034830,Hayden Hurst,TE,27,2020,ATL,145,89
00-0034830,Hayden Hurst,TE,28,2021,ATL,37,17
00-0034830,Hayden Hurst,TE,29,2022,CIN,25,16
00-0034830,Hayden Hurst,TE,29,2022,CIN,103,51
00-0034830,Hayden Hurst,TE,30,2023,CAR,38,20
00-0034830,Hayden Hurst,TE,31,2024,LAC,14,6
00-0023465,Heath Miller,TE,30,2012,PIT,195,124
00-0023465,Heath Miller,TE,31,2013,PIT,118,60
00-0023465,Heath Miller,TE,32,2014,PIT,11,5
00-0023465,Heath Miller,TE,32,2014,PIT,155,89
00-0023465,Heath Miller,TE,33,2015,PIT,2,0
00-0023465,Heath Miller,TE,33,2015,PIT,124,64
00-0036008,Hunter Bryant,TE,22,2020,DET,5,4
00-0033090,Hunter Henry,TE,22,2016,LAC,120,86
00-0033090,Hunter Henry,TE,23,2017,LAC,127,82
00-0033090,Hunter Henry,TE,25,2019,LAC,145,90
00-0033090,Hunter Henry,TE,26,2020,LAC,143,83
00-0033090,Hunter Henry,TE,27,2021,NE,160,110
00-0033090,Hunter Henry,TE,28,2022,NE,102,61
00-0033090,Hunter Henry,TE,29,2023,NE,116,74
00-0033090,Hunter Henry,TE,30,2024,NE,143,77
00-0037004,Hunter Long,TE,23,2021,MIA,0,-1
00-0037004,Hunter Long,TE,26,2024,LA,9,4
00-0034365,Ian Thomas,TE,22,2018,CAR,77,41
00-0034365,Ian Thomas,TE,23,2019,CAR,34,18
00-0034365,Ian Thomas,TE,24,2020,CAR,36,16
00-0034365,Ian Thomas,TE,25,2021,CAR,31,13
00-0034365,Ian Thomas,TE,26,2022,CAR,41,20
00-0034365,Ian Thomas,TE,27,2023,CAR,5,2
00-0034365,Ian Thomas,TE,28,2024,CAR,1,0
00-0034970,Irv Smith,TE,21,2019,MIN,7,4
00-0034970,Irv Smith,TE,21,2019,MIN,79,43
00-0034970,Irv Smith,TE,22,2020,MIN,96,66
00-0034970,Irv Smith,TE,24,2022,MIN,49,27
00-0034970,Irv Smith,TE,25,2023,CIN,30,12
00-0034970,Irv Smith,TE,26,2024,HOU,1,0
00-0035539,Isaac Nauta,TE,22,2019,DET,3,1
00-0035539,Isaac Nauta,TE,23,2020,DET,0,0
00-0037838,Isaiah Likely,TE,22,2022,BAL,89,53
00-0037838,Isaiah Likely,TE,23,2023,BAL,13,9
00-0037838,Isaiah Likely,TE,23,2023,BAL,101,71
00-0037838,Isaiah Likely,TE,24,2024,BAL,17,13
00-0037838,Isaiah Likely,TE,24,2024,BAL,123,81
00-0032986,J.P. Holtz,TE,26,2019,CHI,16,9
00-0032986,J.P. Holtz,TE,27,2020,CHI,-2,-2
00-0039356,Ja'Tavion Sanders,TE,21,2024,CAR,73,40
00-0031042,Jace Amaro,TE,22,2014,NYJ,82,44
00-0031042,Jace Amaro,TE,24,2016,TEN,9,6
00-0035671,Jace Sternberger,TE,23,2019,GB,10,8
00-0035671,Jace Sternberger,TE,23,2019,GB,0,0
00-0035671,Jace Sternberger,TE,24,2020,GB,29,17
00-0030181,Jack Doyle,TE,23,2013,IND,2,1
00-0030181,Jack Doyle,TE,23,2013,IND,7,2
00-0030181,Jack Doyle,TE,24,2014,IND,8,2
00-0030181,Jack Doyle,TE,24,2014,IND,42,24
00-0030181,Jack Doyle,TE,25,2015,IND,25,13
00-0030181,Jack Doyle,TE,26,2016,IND,140,81
00-0030181,Jack Doyle,TE,27,2017,IND,163,83
00-0030181,Jack Doyle,TE,28,2018,IND,58,32
00-0030181,Jack Doyle,TE,29,2019,IND,108,65
00-0030181,Jack Doyle,TE,30,2020,IND,63,40
00-0030181,Jack Doyle,TE,31,2021,IND,73,44
00-0036741,Jack Stoll,TE,23,2021,PHI,6,2
00-0036741,Jack Stoll,TE,24,2022,PHI,2,0
00-0036741,Jack Stoll,TE,24,2022,PHI,23,12
00-0036741,Jack Stoll,TE,25,2023,PHI,7,2
00-0036741,Jack Stoll,TE,26,2024,PHI,2,1
00-0033387,Jacob Hollister,TE,24,2017,NE,1,0
00-0033387,Jacob Hollister,TE,24,2017,NE,9,5
00-0033387,Jacob Hollister,TE,25,2018,NE,9,5
00-0033387,Jacob Hollister,TE,26,2019,SEA,10,5
00-0033387,Jacob Hollister,TE,26,2019,SEA,85,47
00-0033387,Jacob Hollister,TE,27,2020,SEA,62,37
00-0033387,Jacob Hollister,TE,28,2021,JAX,12,6
00-0026267,Jacob Tamme,TE,27,2012,DEN,7,4
00-0026267,Jacob Tamme,TE,27,2012,DEN,116,64
00-0026267,Jacob Tamme,TE,28,2013,DEN,13,9
00-0026267,Jacob Tamme,TE,28,2013,DEN,44,24
00-0026267,Jacob Tamme,TE,29,2014,DEN,30,17
00-0026267,Jacob Tamme,TE,30,2015,ATL,105,54
00-0026267,Jacob Tamme,TE,31,2016,ATL,59,37
00-0039420,Jaheim Bell,TE,23,2024,NE,4,2
00-0033564,Jake Butt,TE,23,2018,DEN,12,4
00-0033564,Jake Butt,TE,25,2020,DEN,2,0
00-0038041,Jake Ferguson,TE,23,2022,DAL,48,29
00-0038041,Jake Ferguson,TE,24,2023,DAL,175,104
00-0038041,Jake Ferguson,TE,25,2024,DAL,102,43
00-0037112,Jake Tonges,TE,23,2022,CHI,0,0
00-0037282,James Mitchell,TE,23,2022,DET,28,17
00-0037282,James Mitchell,TE,24,2023,DET,5,3
00-0031951,James O'Shaughnessy,TE,23,2015,KC,15,9
00-0031951,James O'Shaughnessy,TE,24,2016,KC,2,0
00-0031951,James O'Shaughnessy,TE,25,2017,JAX,4,2
00-0031951,James O'Shaughnessy,TE,25,2017,JAX,31,17
00-0031951,James O'Shaughnessy,TE,26,2018,JAX,41,17
00-0031951,James O'Shaughnessy,TE,27,2019,JAX,41,27
00-0031951,James O'Shaughnessy,TE,28,2020,JAX,52,24
00-0031951,James O'Shaughnessy,TE,29,2021,JAX,39,20
00-0027061,Jared Cook,TE,25,2012,TEN,111,67
00-0027061,Jared Cook,TE,26,2013,LA,139,88
00-0027061,Jared Cook,TE,27,2014,LA,125,73
00-0027061,Jared Cook,TE,28,2015,LA,80,41
00-0027061,Jared Cook,TE,29,2016,GB,43,30
00-0027061,Jared Cook,TE,29,2016,GB,71,41
00-0027061,Jared Cook,TE,30,2017,LV,132,78
00-0027061,Jared Cook,TE,31,2018,LV,186,118
00-0027061,Jared Cook,TE,32,2019,NO,166,122
00-0027061,Jared Cook,TE,33,2020,NO,3,-2
00-0027061,Jared Cook,TE,33,2020,NO,124,87
00-0027061,Jared Cook,TE,34,2021,LAC,108,64
00-0039824,Jared Wiley,TE,24,2024,KC,2,1
00-0022127,Jason Witten,TE,30,2012,DAL,226,116
00-0022127,Jason Witten,TE,31,2013,DAL,204,131
00-0022127,Jason Witten,TE,32,2014,DAL,24,13
00-0022127,Jason Witten,TE,32,2014,DAL,160,96
00-0022127,Jason Witten,TE,33,2015,DAL,153,76
00-0022127,Jason Witten,TE,34,2016,DAL,18,12
00-0022127,Jason Witten,TE,34,2016,DAL,149,80
00-0022127,Jason Witten,TE,35,2017,DAL,146,83
00-0022127,Jason Witten,TE,37,2019,DAL,137,74
00-0022127,Jason Witten,TE,38,2020,LV,32,19
00-0032227,Jeff Heuerman,TE,24,2016,DEN,23,14
00-0032227,Jeff Heuerman,TE,25,2017,DEN,31,22
00-0032227,Jeff Heuerman,TE,26,2018,DEN,67,36
00-0032227,Jeff Heuerman,TE,27,2019,DEN,29,15
00-0024369,Jeff King,TE,29,2012,ARI,26,9
00-0037755,Jelani Woods,TE,24,2022,IND,72,47
00-0032429,Jerell Adams,TE,24,2016,NYG,34,18
00-0032429,Jerell Adams,TE,25,2017,NYG,17,9
00-0037805,Jeremy Ruckert,TE,22,2022,NYJ,2,1
00-0037805,Jeremy Ruckert,TE,23,2023,NYJ,31,15
00-0037805,Jeremy Ruckert,TE,24,2024,NYJ,28,10
00-0033528,Jeremy Sprinkle,TE,23,2017,WAS,9,7
00-0033528,Jeremy Sprinkle,TE,24,2018,WAS,15,10
00-0033528,Jeremy Sprinkle,TE,25,2019,WAS,52,26
00-0033528,Jeremy Sprinkle,TE,26,2020,WAS,2,1
00-0033528,Jeremy Sprinkle,TE,27,2021,DAL,6,3
00-0027873,Jermaine Gresham,TE,24,2012,CIN,165,101
00-0027873,Jermaine Gresham,TE,25,2013,CIN,107,61
00-0027873,Jermaine Gresham,TE,26,2014,CIN,134,72
00-0027873,Jermaine Gresham,TE,27,2015,ARI,44,26
00-0027873,Jermaine Gresham,TE,28,2016,ARI,86,49
00-0027873,Jermaine Gresham,TE,29,2017,ARI,73,40
00-0027873,Jermaine Gresham,TE,30,2018,ARI,14,6
00-0026231,Jermichael Finley,TE,25,2012,GB,8,4
00-0026231,Jermichael Finley,TE,25,2012,GB,137,76
00-0026231,Jermichael Finley,TE,26,2013,GB,71,46
00-0032135,Jesse James,TE,21,2015,PIT,3,2
00-0032135,Jesse James,TE,21,2015,PIT,10,4
00-0032135,Jesse James,TE,22,2016,PIT,23,13
00-0032135,Jesse James,TE,22,2016,PIT,85,46
00-0032135,Jesse James,TE,23,2017,PIT,2,1
00-0032135,Jesse James,TE,23,2017,PIT,98,55
00-0032135,Jesse James,TE,24,2018,PIT,82,52
00-0032135,Jesse James,TE,25,2019,DET,30,14
00-0032135,Jesse James,TE,26,2020,DET,35,21
00-0032135,Jesse James,TE,27,2021,CHI,18,12
00-0027696,Jimmy Graham,TE,26,2012,NO,227,142
00-0027696,Jimmy Graham,TE,27,2013,NO,2,1
00-0027696,Jimmy Graham,TE,27,2013,NO,292,206
00-0027696,Jimmy Graham,TE,28,2014,NO,222,137
00-0027696,Jimmy Graham,TE,29,2015,SEA,118,70
00-0027696,Jimmy Graham,TE,30,2016,SEA,11,8
00-0027696,Jimmy Graham,TE,30,2016,SEA,185,120
00-0027696,Jimmy Graham,TE,31,2017,SEA,161,104
00-0027696,Jimmy Graham,TE,32,2018,GB,127,72
00-0027696,Jimmy Graham,TE,33,2019,GB,18,11
00-0027696,Jimmy Graham,TE,33,2019,GB,101,63
00-0027696,Jimmy Graham,TE,34,2020,CHI,133,85
00-0027696,Jimmy Graham,TE,35,2021,CHI,45,32
00-0027696,Jimmy Graham,TE,37,2023,NO,8,7
00-0023630,Joel Dreessen,TE,30,2012,DEN,11,5
00-0023630,Joel Dreessen,TE,30,2012,DEN,107,66
00-0023630,Joel Dreessen,TE,31,2013,DEN,18,11
00-0036628,John Bates,TE,24,2021,WAS,49,29
00-0036628,John Bates,TE,25,2022,WAS,31,17
00-0036628,John Bates,TE,26,2023,WAS,34,15
00-0036628,John Bates,TE,27,2024,WAS,6,3
00-0036628,John Bates,TE,27,2024,WAS,13,5
00-0026178,John Carlson,TE,28,2012,MIN,12,4
00-0026178,John Carlson,TE,29,2013,MIN,72,40
00-0026178,John Carlson,TE,30,2014,ARI,6,2
00-0026178,John Carlson,TE,30,2014,ARI,70,37
00-0037306,John FitzPatrick,TE,23,2023,ATL,2,1
00-0037306,John FitzPatrick,TE,24,2024,GB,1,0
00-0027139,John Phillips,TE,25,2012,DAL,20,12
00-0027139,John Phillips,TE,26,2013,LAC,7,3
00-0027139,John Phillips,TE,27,2014,LAC,7,6
00-0027139,John Phillips,TE,28,2015,LAC,23,13
00-0027139,John Phillips,TE,29,2016,DEN,15,10
00-0027139,John Phillips,TE,29,2016,NO,5,2
00-0027139,John Phillips,TE,31,2018,ARI,7,4
00-0033246,Johnny Mundt,TE,24,2018,LA,2,0
00-0033246,Johnny Mundt,TE,25,2019,LA,7,3
00-0033246,Johnny Mundt,TE,26,2020,LA,9,5
00-0033246,Johnny Mundt,TE,27,2021,LA,2,1
00-0033246,Johnny Mundt,TE,28,2022,MIN,39,20
00-0033246,Johnny Mundt,TE,29,2023,MIN,38,21
00-0033246,Johnny Mundt,TE,30,2024,MIN,45,26
00-0033858,Jonnu Smith,TE,22,2017,TEN,1,0
00-0033858,Jonnu Smith,TE,22,2017,TEN,44,26
00-0033858,Jonnu Smith,TE,23,2018,TEN,60,40
00-0033858,Jonnu Smith,TE,24,2019,TEN,16,11
00-0033858,Jonnu Smith,TE,24,2019,TEN,103,68
00-0033858,Jonnu Smith,TE,25,2020,TEN,136,95
00-0033858,Jonnu Smith,TE,26,2021,NE,63,35
00-0033858,Jonnu Smith,TE,27,2022,NE,50,23
00-0033858,Jonnu Smith,TE,28,2023,ATL,119,69
00-0033858,Jonnu Smith,TE,29,2024,MIA,221,133
00-0034364,Jordan Akins,TE,26,2018,HOU,40,22
00-0034364,Jordan Akins,TE,27,2019,HOU,84,48
00-0034364,Jordan Akins,TE,28,2020,HOU,84,47
00-0034364,Jordan Akins,TE,29,2021,HOU,36,13
00-0034364,Jordan Akins,TE,30,2022,HOU,79,53
00-0034364,Jordan Akins,TE,31,2023,CLE,28,13
00-0034364,Jordan Akins,TE,32,2024,CLE,89,49
00-0028040,Jordan Cameron,TE,24,2012,CLE,47,27
00-0028040,Jordan Cameron,TE,25,2013,CLE,204,124
00-0028040,Jordan Cameron,TE,26,2014,CLE,78,54
00-0028040,Jordan Cameron,TE,27,2015,MIA,84,49
00-0028040,Jordan Cameron,TE,28,2016,MIA,20,12
00-0033953,Jordan Leggett,TE,23,2018,NYJ,21,10
00-0031299,Jordan Matthews,TE,22,2014,PHI,200,133
00-0031299,Jordan Matthews,TE,23,2015,PHI,226,141
00-0031299,Jordan Matthews,TE,24,2016,PHI,171,98
00-0031299,Jordan Matthews,TE,25,2017,BUF,53,30
00-0031299,Jordan Matthews,TE,26,2018,PHI,11,10
00-0031299,Jordan Matthews,TE,26,2018,PHI,58,40
00-0031299,Jordan Matthews,TE,27,2019,PHI,5,1
00-0031299,Jordan Matthews,TE,32,2024,CAR,0,0
00-0030472,Jordan Reed,TE,23,2013,WAS,111,66
00-0030472,Jordan Reed,TE,24,2014,WAS,92,42
00-0030472,Jordan Reed,TE,25,2015,WAS,210,134
00-0030472,Jordan Reed,TE,26,2016,WAS,164,98
00-0030472,Jordan Reed,TE,27,2017,WAS,60,33
00-0030472,Jordan Reed,TE,28,2018,WAS,115,61
00-0030472,Jordan Reed,TE,30,2020,SF,70,45
00-0034420,Jordan Thomas,TE,22,2018,HOU,66,46
00-0034420,Jordan Thomas,TE,23,2019,HOU,2,1
00-0034420,Jordan Thomas,TE,23,2019,HOU,2,1
00-0034420,Jordan Thomas,TE,24,2020,ARI,7,6
00-0035547,Joseph Fortson,TE,26,2021,KC,22,17
00-0035547,Joseph Fortson,TE,27,2022,KC,0,0
00-0035547,Joseph Fortson,TE,27,2022,KC,32,23
00-0035547,Joseph Fortson,TE,29,2024,KC,-2,-2
00-0030216,Josh Hill,TE,23,2013,NO,3,2
00-0030216,Josh Hill,TE,23,2013,NO,16,10
00-0030216,Josh Hill,TE,24,2014,NO,62,48
00-0030216,Josh Hill,TE,25,2015,NO,40,24
00-0030216,Josh Hill,TE,26,2016,NO,36,21
00-0030216,Josh Hill,TE,27,2017,NO,8,5
00-0030216,Josh Hill,TE,27,2017,NO,26,10
00-0030216,Josh Hill,TE,28,2018,NO,7,3
00-0030216,Josh Hill,TE,28,2018,NO,40,24
00-0030216,Josh Hill,TE,29,2019,NO,66,41
00-0030216,Josh Hill,TE,30,2020,NO,1,0
00-0030216,Josh Hill,TE,30,2020,NO,19,11
00-0035249,Josh Oliver,TE,22,2019,JAX,2,0
00-0035249,Josh Oliver,TE,24,2021,BAL,14,6
00-0035249,Josh Oliver,TE,25,2022,BAL,41,27
00-0035249,Josh Oliver,TE,26,2023,MIN,52,30
00-0035249,Josh Oliver,TE,27,2024,MIN,62,41
00-0038589,Josh Whyle,TE,24,2023,TEN,22,13
00-0038589,Josh Whyle,TE,25,2024,TEN,39,18
00-0032599,Joshua Perkins,TE,23,2016,ATL,13,10
00-0032599,Joshua Perkins,TE,25,2018,PHI,10,5
00-0032599,Joshua Perkins,TE,26,2019,PHI,15,11
00-0036332,Josiah Deguara,TE,23,2020,GB,2,1
00-0036332,Josiah Deguara,TE,24,2021,GB,0,0
00-0036332,Josiah Deguara,TE,24,2021,GB,60,34
00-0036332,Josiah Deguara,TE,25,2022,GB,24,11
00-0036332,Josiah Deguara,TE,26,2023,GB,14,6
00-0036332,Josiah Deguara,TE,27,2024,JAX,3,1
00-0038720,Julian Hill,TE,23,2023,MIA,8,2
00-0038720,Julian Hill,TE,24,2024,MIA,22,10
00-0028067,Julius Thomas,TE,25,2013,DEN,32,14
00-0028067,Julius Thomas,TE,25,2013,DEN,214,149
00-0028067,Julius Thomas,TE,26,2014,DEN,11,5
00-0028067,Julius Thomas,TE,26,2014,DEN,160,117
00-0028067,Julius Thomas,TE,27,2015,JAX,116,70
00-0028067,Julius Thomas,TE,28,2016,JAX,82,52
00-0028067,Julius Thomas,TE,29,2017,MIA,94,53
00-0036040,Juwan Johnson,TE,24,2020,NO,3,1
00-0036040,Juwan Johnson,TE,25,2021,NO,42,31
00-0036040,Juwan Johnson,TE,26,2022,NO,131,89
00-0036040,Juwan Johnson,TE,27,2023,NO,90,53
00-0036040,Juwan Johnson,TE,28,2024,NO,121,71
00-0034988,Kaden Smith,TE,22,2019,NYG,76,45
00-0034988,Kaden Smith,TE,23,2020,NYG,28,11
00-0034988,Kaden Smith,TE,24,2021,NYG,6,3
00-0035660,Kahale Warring,TE,23,2020,HOU,6,4
00-0026298,Kellen Davis,TE,27,2012,CHI,49,30
00-0026298,Kellen Davis,TE,28,2013,SEA,12,9
00-0026298,Kellen Davis,TE,29,2014,DET,0,0
00-0026298,Kellen Davis,TE,30,2015,NYJ,11,8
00-0026298,Kellen Davis,TE,31,2016,NYJ,0,0
00-0022922,Kellen Winslow,TE,30,2013,NYJ,82,51
00-0035603,Kendall Blanton,TE,26,2021,LA,20,14
00-0035603,Kendall Blanton,TE,26,2021,LA,8,4
00-0036510,Kenny Yeboah,TE,23,2021,NYJ,0,0
00-0036510,Kenny Yeboah,TE,25,2023,NYJ,5,3
00-0036510,Kenny Yeboah,TE,26,2024,NYJ,14,10
00-0025540,Kevin Boss,TE,28,2012,KC,16,12
00-0037311,Ko Kieft,TE,24,2022,TB,21,14
00-0037311,Ko Kieft,TE,25,2023,TB,7,6
00-0036970,Kyle Pitts,TE,21,2021,ATL,167,99
00-0036970,Kyle Pitts,TE,22,2022,ATL,74,46
00-0036970,Kyle Pitts,TE,23,2023,ATL,133,80
00-0036970,Kyle Pitts,TE,24,2024,ATL,123,76
00-0027981,Kyle Rudolph,TE,23,2012,MIN,139,91
00-0027981,Kyle Rudolph,TE,24,2013,MIN,75,45
00-0027981,Kyle Rudolph,TE,25,2014,MIN,59,35
00-0027981,Kyle Rudolph,TE,26,2015,MIN,122,74
00-0027981,Kyle Rudolph,TE,27,2016,MIN,209,126
00-0027981,Kyle Rudolph,TE,28,2017,MIN,17,11
00-0027981,Kyle Rudolph,TE,28,2017,MIN,154,97
00-0027981,Kyle Rudolph,TE,29,2018,MIN,149,85
00-0027981,Kyle Rudolph,TE,30,2019,MIN,2,0
00-0027981,Kyle Rudolph,TE,30,2019,MIN,112,73
00-0027981,Kyle Rudolph,TE,31,2020,MIN,64,36
00-0027981,Kyle Rudolph,TE,32,2021,NYG,58,32
00-0027981,Kyle Rudolph,TE,33,2022,TB,12,9
00-0036876,Kylen Granson,TE,23,2021,IND,22,11
00-0036876,Kylen Granson,TE,24,2022,IND,55,24
00-0036876,Kylen Granson,TE,25,2023,IND,73,43
00-0036876,Kylen Granson,TE,26,2024,IND,28,14
00-0029275,Ladarius Green,TE,22,2012,LAC,10,6
00-0029275,Ladarius Green,TE,23,2013,LAC,3,1
00-0029275,Ladarius Green,TE,23,2013,LAC,73,56
00-0029275,Ladarius Green,TE,24,2014,LAC,42,23
00-0029275,Ladarius Green,TE,25,2015,LAC,104,67
00-0029275,Ladarius Green,TE,26,2016,PIT,46,31
00-0027985,Lance Kendricks,TE,24,2012,LA,114,72
00-0027985,Lance Kendricks,TE,25,2013,LA,78,46
00-0027985,Lance Kendricks,TE,26,2014,LA,81,54
00-0027985,Lance Kendricks,TE,27,2015,LA,58,32
00-0027985,Lance Kendricks,TE,28,2016,LA,101,51
00-0027985,Lance Kendricks,TE,29,2017,GB,36,18
00-0027985,Lance Kendricks,TE,30,2018,GB,42,23
00-0027985,Lance Kendricks,TE,31,2019,LAC,6,4
00-0028097,Lee Smith,TE,25,2012,BUF,17,13
00-0028097,Lee Smith,TE,26,2013,BUF,13,8
00-0028097,Lee Smith,TE,27,2014,BUF,17,10
00-0028097,Lee Smith,TE,28,2015,LV,25,13
00-0028097,Lee Smith,TE,29,2016,LV,9,3
00-0028097,Lee Smith,TE,30,2017,LV,16,8
00-0028097,Lee Smith,TE,31,2018,LV,35,25
00-0028097,Lee Smith,TE,32,2019,BUF,13,9
00-0028097,Lee Smith,TE,33,2020,BUF,20,16
00-0028097,Lee Smith,TE,34,2021,ATL,22,12
00-0030443,Levine Toilolo,TE,22,2013,ATL,28,18
00-0030443,Levine Toilolo,TE,23,2014,ATL,62,31
